vehicle_id,battery_capacity_kwh,state_of_charge_pct,state_of_health_pct,battery_temp_c,vehicle_weight_kg,payload_kg,avg_speed_kmph,acceleration_score,regen_braking_pct,driving_style,terrain_type,elevation_gain_m,traffic_level,ambient_temp_c,rain_intensity_mm,wind_speed_kmph,energy_consumption_wh_per_km,static_range_km,dynamic_range_km,actual_range_km,range_error_km,range_anxiety_flag
8270,90,36.36196889842654,91.83454918880976,19.22328113885927,1972.5506608547794,138.12479362417213,76.37964040499541,0.21716006257269727,34.56846185233118,Eco,Flat,122.31368530858835,Low,3.861098099237674,13.764179505304106,14.370990365984873,225.56476843588428,166.96425107022614,133.23696515656562,116.17969027623552,50.78456079399062,1
1860,40,36.618951807738625,84.35223170794563,29.611581468683326,1025.1785256379212,244.46570722619464,80.85609371779343,0.9116220425489423,37.003136416734705,Aggressive,Mountain,1172.6514566997735,Medium,41.11934867967771,5.3052077606409025,28.59943126839029,194.87939165252698,68.64200683974363,63.401066302505775,55.42577228291483,13.216234556828802,0
6390,90,20.588160503281156,84.40000301428293,38.81503775686045,1373.7022103386548,191.08320894333696,112.25971904934161,0.6622918996168586,9.758638665879193,Normal,Flat,1052.8065571561358,Medium,-4.6630263970539225,18.599990844199187,27.743738295537664,229.23455980075346,86.88204042677351,68.2216821512959,69.54001156559244,17.342028861181078,0
6191,40,46.43124348884808,92.07743328424795,32.28021827649549,1337.4447172213304,386.5048705725921,97.38413350275867,0.9756609930865678,14.757067793001728,Aggressive,Mountain,732.4048726643779,Low,30.57584492212503,4.8631864059954655,28.432936591767238,243.1950071767965,95.00599388109069,70.31837987596629,65.71414869621373,29.291845184876962,0
6734,90,35.562580138250404,88.1352341367746,45.509969955632094,1296.271936976298,352.9571498265157,100.9143426534639,0.5608367923173332,38.38942309094196,Normal,Hilly,620.4807741535295,Medium,-2.928103961686286,18.731199953403166,7.9745633713986575,191.64362144570254,156.7158163496255,147.19429078898338,154.22912632523608,2.486690024389418,0
7265,75,12.344999751556308,83.54528597551807,31.199898921783884,1764.2879974882412,352.9093800180343,38.56617367464669,0.5408891280909822,9.55947120572843,Normal,Flat,344.41380631783943,Medium,12.368950891659278,4.351406667413782,13.259374396317627,174.2368676339111,42.973605608811305,44.39501877317124,40.82987658640475,2.1437290224065535,1
1466,50,89.71487023789997,95.74794079347441,37.092615032500355,1940.0824230627122,231.68043612606888,65.81524016094059,0.9719631973458976,35.611311920247516,Aggressive,Flat,421.24125033027514,High,8.946100358593155,9.13234790829631,34.17376276071578,152.45279326126993,238.6115023286857,281.7270152968377,272.1758306417478,-33.56432831306208,0
5426,90,89.74171162392314,84.0048607300246,33.67653089702666,1931.2228424802595,174.73303585149162,40.77653005236153,0.6106635693324628,20.37238842283247,Normal,Hilly,1039.8723404085035,Low,15.897611143945973,3.4580861699975673,10.891371944331802,179.22916059677675,376.93699933208467,378.5581523333621,354.7933435571457,22.143655774938964,0
6578,75,28.826402762212663,86.43281669296798,25.566910118091837,1495.346709003316,260.74284687522226,38.70979752411397,0.5147335875344546,39.124176725280414,Normal,Mountain,694.7037632510602,High,11.170813517443289,2.571632067878915,26.71345246015944,174.94874150388546,103.81446607766637,106.81187948736935,109.68897653133445,-5.87451045366808,0
9322,60,24.658500534791308,81.22858877556209,29.568375619590054,1371.9667091380147,63.86097629613281,70.54459482854972,0.23871987689994134,30.078962623060946,Eco,Flat,1075.9704015016682,Low,31.338449204125254,6.875140616817985,24.049117340478464,147.7836443693186,66.7658399920847,81.3205767787269,83.30356679056001,-16.53772679847532,0
2685,40,59.256348791228355,94.02744226205324,37.789081500140455,1841.2890743098073,353.1890956553196,48.00928339139574,0.3829368810724757,16.796369327324495,Normal,Mountain,1040.399646287845,High,26.78240550490006,3.2949778849408418,25.7210960387537,159.12225615688777,123.81606476949584,140.06143575877485,134.00983830955983,-10.193773540063987,0
1769,60,66.76781526832877,85.50555855204294,27.571384490874014,1928.158362128291,108.49310537536874,41.458438478718065,0.56207451415644,9.132391840157965,Normal,Flat,505.3676174626463,Medium,20.221349414002308,8.542347254072524,39.405356460064326,147.50791253892444,190.3006445939358,232.21883787332055,216.20836975233456,-25.907725158398762,0
7949,75,96.17883017023655,84.65733924696683,32.796579361651354,1944.7705581360788,330.75963588038803,92.56549652378575,0.5642859987179651,13.36083741271714,Normal,Flat,173.7730767792788,Medium,12.832397434087198,7.550733656495541,23.722077041288003,187.67381379887377,339.2601605874218,325.38811712527996,309.2432395733712,30.01692101405058,1
