Timestamp,Machine_ID,Machine_Type,Temperature,Vibration,RPM,Load,Run_Hours,Temp_Anomaly,Vib_Anomaly,Load_Anomaly,RPM_Anomaly,Failure_Flag
2023-01-01 00:00:00,39,CNC,56.193478298898604,4.292899798622608,935.9977192894652,69.66400295844736,5937.865539009965,0,0,0,0,0
2023-01-01 01:00:00,29,Milling,74.12071137066025,4.458391164571748,1741.963159122527,92.29067569789325,5601.036216602281,0,0,1,0,0
2023-01-01 02:00:00,15,Drill,75.25169313262168,0.28875493940196284,1110.3155218393829,93.52672843826599,5895.707423360227,0,0,1,0,0
2023-01-01 03:00:00,43,Milling,46.11468537522314,2.2808706260818266,1377.5566431930715,75.1998521826449,4817.88376915562,0,0,0,0,1
2023-01-01 04:00:00,8,Lathe,61.65661813417337,1.7769952544377152,2002.226473966474,56.88424933923197,5601.131135995318,0,0,0,1,1
2023-01-01 05:00:00,21,Milling,63.08945622606104,3.179505942684823,1683.295004714618,89.10621945457417,6920.488390462848,0,0,0,0,1
2023-01-01 06:00:00,39,Drill,71.18350201123437,0.5807637365828735,1616.9596363604821,87.57291961218885,5171.401107291875,0,0,0,0,0
2023-01-01 07:00:00,19,CNC,61.96639567234306,0.5452525308652767,1783.2967329360326,87.87720596199819,4601.357409884641,0,0,0,0,1
2023-01-01 08:00:00,23,Hydraulic Press,69.6186543117536,5.604113990251512,1772.1149456716582,40.98205501014217,6543.9596148346845,0,1,0,0,0
2023-01-01 09:00:00,11,Lathe,67.89465059647009,3.7412272659160086,1974.2839295862511,85.23183148040798,5667.108991929203,0,0,0,0,1
2023-01-01 10:00:00,11,Drill,68.40850528462272,3.145211091838574,1319.3461948593394,91.16316742785487,4549.51314935445,0,0,1,0,0
2023-01-01 11:00:00,24,Lathe,62.83605706299254,3.4364071774067786,1386.9947539707705,76.30197629859802,6735.126600254703,0,0,0,0,0
2023-01-01 12:00:00,36,Milling,63.61014945933322,3.1756091084990157,1223.2846112814939,85.07465187629222,3796.5830107030897,0,0,0,0,0
2023-01-01 13:00:00,40,Lathe,59.19732940219308,4.1968207878618315,1490.190709084808,86.57021240973518,5529.164687305038,0,0,0,0,0
2023-01-01 14:00:00,24,Drill,73.80067440573832,2.2410669695232257,1460.3301812489417,70.39500434306134,6146.488660839239,0,0,0,0,0
2023-01-01 15:00:00,3,Hydraulic Press,75.71102628591368,3.223937791288283,973.5143287993278,88.81724297291913,6071.74497274048,0,0,0,0,0
2023-01-01 16:00:00,22,Hydraulic Press,62.29382049874661,3.2729055215252583,1303.8297728716361,87.53745841006454,4100.030889026266,0,0,0,0,0
2023-01-01 17:00:00,2,Lathe,85.20640096017044,1.7437704498499949,1931.73496025969,94.96626141780011,3759.439638108106,1,0,1,0,1
2023-01-01 18:00:00,24,CNC,66.85398552557952,4.532379670875663,1573.2625784661257,95.28241792712211,5229.506333385048,0,0,1,0,0
2023-01-01 19:00:00,44,Lathe,85.30185623796561,2.4651879121183087,1714.6195854260138,71.78287498071886,5704.748279739893,1,0,0,0,0
2023-01-01 20:00:00,30,Milling,63.57872826168396,4.220906003770681,1463.8365996447956,41.889630404532255,3922.040768138396,0,0,0,0,0
2023-01-01 21:00:00,38,Hydraulic Press,49.73422223400564,3.137895271645776,933.8719427406475,41.14641438692484,5301.782819989096,0,0,0,0,1
2023-01-01 22:00:00,2,Hydraulic Press,74.0219782491235,4.960301798890869,1461.4092234511381,96.33560209637372,3542.5135458186633,0,0,1,0,1
2023-01-01 23:00:00,21,Hydraulic Press,72.48545105118987,1.7503450937741711,1812.5089672562935,60.24166515370476,6060.844311698137,0,0,0,0,0
2023-01-02 00:00:00,33,CNC,70.34393795307584,1.6982894381874603,1144.2948626268271,62.651992183500624,4428.717431080981,0,0,0,0,0
2023-01-02 01:00:00,12,CNC,63.577675215560106,1.9131652907948298,1724.1116780230911,68.19448176412092,4835.9731726901255,0,0,0,0,0
2023-01-02 02:00:00,22,Drill,69.65427774514181,3.159954660617249,989.450499212197,55.947939832072244,5864.317093694255,0,0,0,0,0
2023-01-02 03:00:00,44,Lathe,64.88740542130472,4.849762074933846,1506.0573714696993,75.42485168870283,5771.2033902809235,0,0,0,0,0
2023-01-02 04:00:00,25,Lathe,66.9765043366825,4.9117123417983,1663.3555350439888,87.07722349577504,5473.946176892333,0,0,0,0,1
2023-01-02 05:00:00,49,Milling,78.41632255765074,0.22803767947387232,1406.3662427191823,55.44049822244765,6029.482241705578,0,0,0,0,0
2023-01-02 06:00:00,27,Hydraulic Press,71.84217229530094,3.2996485934670465,2241.741462136005,84.58367546625387,5409.046599227125,0,0,0,1,0
2023-01-02 07:00:00,42,CNC,76.09951387331978,-0.855544332618027,1352.0428688734191,80.32114859551302,6447.532781787812,0,0,0,0,0
2023-01-02 08:00:00,28,Milling,67.6813149337421,3.954038152542042,1326.4751286965393,71.53500776833977,3289.2159004033556,0,0,0,0,0
2023-01-02 09:00:00,16,Milling,66.57982654195224,4.3418032978742485,1561.3476125565014,59.526525822762046,4940.433261036066,0,0,0,0,0
2023-01-02 10:00:00,15,CNC,58.46517469111356,2.951706870369377,1273.5080592488373,92.36646757869521,4897.934165430761,0,0,1,0,0
2023-01-02 11:00:00,47,Lathe,66.29963387431803,3.1007778929937055,1067.5987218554064,64.16776430272158,4781.02927356547,0,0,0,0,0
2023-01-02 12:00:00,44,Hydraulic Press,36.78885444410861,3.088366671528288,1170.699067523335,62.47978409345358,5497.428797064554,0,0,0,0,0
2023-01-02 13:00:00,3,Lathe,64.09778033694366,2.0586696975105045,1727.3960278643685,78.48225108626613,5213.996001861166,0,0,0,0,0
2023-01-02 14:00:00,37,Milling,69.18125822809161,3.518046942385776,1408.5181323373936,95.21989946195012,5824.820164482859,0,0,1,0,1
2023-01-02 15:00:00,7,Hydraulic Press,75.63673654270156,2.7223103980160914,2010.6062851505778,70.48107512324225,3816.1269099941223,0,0,0,1,0
2023-01-02 16:00:00,21,Drill,67.31322122475044,4.116350051147542,1367.6291264782394,83.36143981326583,7292.211640366712,0,0,0,0,0
2023-01-02 17:00:00,9,Milling,73.47673542244999,2.8636476785769243,1713.1531064196893,67.4129814937605,4609.027889470958,0,0,0,0,0
2023-01-02 18:00:00,39,Lathe,48.202113386097544,1.9667722722140895,1653.252593838561,53.12845906041025,5286.756362976239,0,0,0,0,0
