timestamp,solar_radiation_wm2,diffuse_radiation_wm2,direct_normal_irradiance_wm2,temperature_c,humidity_pct,wind_speed_mps,wind_direction_deg,cloud_cover_pct,pressure_hpa,dew_point_c,forecast_generation_kwh,actual_generation_kwh,generation_error_kwh,plant_id,inverter_cluster_id,weather_condition,sunrise_time,sunset_time,day_of_year,clearness_index,panel_tilt_deg,panel_azimuth_deg,is_holiday_flag
2025-09-20 15:45:09.583964,1040.3871616591032,180.5820914764502,878.0086009815183,36.84921230548535,39,0.9564708562641487,137,62,1053.6387855355945,18.656757883070895,3.86,4.57,0.71,PLNT_14,CL_28,Rain,09:50:02,16:05:42,347,0.82,10,142,0
2025-09-16 23:47:14.503161,1088.8434460804183,285.0704439686092,838.5201141697534,45.47568616880308,65,9.003475079870562,158,81,1049.1878385343755,25.326436718299295,5.4,4.64,-0.76,PLNT_2,CL_106,Haze,15:14:25,16:16:29,202,0.35,29,261,0
2025-09-08 10:26:56.453362,681.0562848106968,190.72081654405696,260.8430407051327,20.842081605949993,28,8.997249463431409,226,97,1004.3034366352953,27.81936019998687,4.42,4.18,-0.24,PLNT_12,CL_82,Clear,12:27:21,11:32:59,97,0.45,21,216,1
2025-09-03 13:54:10.384063,412.1152708392656,133.200111262309,674.48190474451,25.467039596191807,53,3.3125935512492997,315,68,1053.8862720144793,21.719326792399208,11.56,8.88,-2.68,PLNT_41,CL_59,Rain,10:22:14,07:51:52,88,0.85,21,135,1
2025-09-07 10:56:07.024708,671.8543128587726,284.7276057601976,442.17060823197676,43.11808235794557,27,3.497316935052242,347,86,923.4869687527618,14.314092154287522,11.23,13.44,2.21,PLNT_11,CL_32,Haze,07:24:51,08:57:28,186,0.41,19,114,0
2025-08-03 13:56:36.721978,458.14005654864144,298.21363391635026,114.76919323678638,41.89333839343714,39,0.8923218173298038,278,28,904.3958360926678,10.71310134478076,10.9,9.25,-1.65,PLNT_23,CL_38,Fog,04:22:06,09:14:18,224,0.48,34,200,0
2025-09-03 20:10:30.270122,1081.0806850151569,53.91421897276967,478.0299549480871,36.2438794159513,57,9.704723360880122,5,39,1027.176310558605,9.580806757637882,6.28,7.46,1.18,PLNT_17,CL_188,Haze,06:06:56,15:54:35,190,0.63,25,202,1
2025-08-12 19:38:56.146933,668.5381937940151,269.0566768929858,425.8416327849668,42.38654677088995,34,3.135598643623017,52,22,1053.4016605804543,12.346194005360193,6.83,5.71,-1.12,PLNT_11,CL_163,Rain,08:44:58,03:47:07,34,0.21,31,160,0
2025-10-10 23:58:53.758224,254.22996249137086,295.85625274083384,861.5603809860113,43.83924981721461,36,4.390369766069046,137,57,1044.0829250630147,15.174852121075396,9.18,11.04,1.86,PLNT_39,CL_37,Haze,08:22:07,02:36:13,141,0.93,10,146,0
2025-11-16 18:48:31.234991,343.08339812413067,263.99303310762036,431.67336778782834,29.02938628144663,31,3.8468833913483325,23,44,927.6811605507457,12.363278213922845,8.55,9.59,1.04,PLNT_16,CL_200,Clear,04:07:58,18:16:20,141,0.41,13,144,0
2025-07-30 05:01:41.986425,216.68728793462915,146.59236145565296,690.6518486608244,38.456842003493605,16,2.2715797755683975,111,63,1038.7572064212466,11.74060761005332,11.45,11.63,0.18,PLNT_23,CL_52,Cloudy,09:50:19,20:21:19,224,0.22,34,161,1
2025-08-08 09:42:36.766608,732.1888130661877,264.11282125367075,559.3140342732402,33.04848514853419,34,5.177304691208628,301,38,1008.5715607075479,19.09153806579609,3.26,3.91,0.65,PLNT_45,CL_64,Rain,19:34:04,15:44:35,311,0.28,34,197,1
2025-10-28 22:26:06.103560,910.4980149823422,196.46941652728142,294.14192682507627,34.75494425692588,80,4.448506960191565,41,71,965.7188089470512,23.738638302627706,7.62,7.44,-0.18,PLNT_2,CL_155,Partly Cloudy,23:01:02,05:38:47,260,0.94,24,211,1
2025-11-13 17:01:28.920380,970.9821647178857,298.65823005676816,693.3227090134824,36.58370480264722,47,9.395454867327405,202,63,972.7806574779536,19.75360001874143,5.7,4.91,-0.79,PLNT_1,CL_144,Fog,12:15:09,12:56:18,236,0.85,23,100,0
2025-08-07 01:51:37.851479,842.5309600087943,92.96175986786784,277.8349634623182,27.940898016602723,19,2.8393592842273025,20,28,934.3512170029865,19.25988192437402,4.2,4.27,0.07,PLNT_11,CL_124,Fog,07:33:27,03:42:07,109,0.34,31,127,1
2025-09-22 12:05:10.844270,456.4224708990118,58.806024157157005,669.892982476242,27.537454110385386,67,9.948934395212886,172,12,1035.0419334120688,14.350938710673274,11.87,11.63,-0.24,PLNT_6,CL_170,Cloudy,17:12:06,15:28:30,158,0.4,25,182,0
2025-09-27 23:33:34.501252,850.8912022836553,82.0562514095285,348.9197790142799,41.663153068045474,86,5.3422488012290605,197,77,1057.3900016403802,7.077087599592675,2.29,2.75,0.46,PLNT_38,CL_34,Cloudy,18:29:33,11:30:50,152,0.2,24,158,0
2025-09-01 11:12:56.093792,530.1987246032505,230.1047144960408,384.3717074271079,31.62008098117346,80,6.312908685956625,188,0,1017.977981927746,21.22210675500764,5.98,7.12,1.14,PLNT_38,CL_12,Fog,23:45:56,03:56:31,196,0.47,35,206,1
2025-09-08 19:06:26.823014,702.4296282258497,262.0863874964738,686.7759672418072,29.47663896502721,19,5.753440115600561,88,50,1075.3638391983532,23.833790862152828,2.78,3.06,0.28,PLNT_35,CL_36,Partly Cloudy,10:48:03,07:17:55,205,0.29,10,122,0
2025-09-14 23:56:50.749339,297.12044699611465,228.61302009034017,696.4560900063875,24.133257357320105,56,3.84366029059042,118,40,1043.0482449085835,14.17818151994125,6.45,7.75,1.3,PLNT_10,CL_149,Haze,16:32:54,19:26:46,194,0.25,17,152,0
2025-08-29 12:27:46.718572,268.4615688825808,147.8999029438823,700.0815951331441,26.139285316654494,63,6.126246319314803,89,53,1052.2625037237378,27.21579939153793,3.68,3.31,-0.37,PLNT_12,CL_63,Partly Cloudy,15:07:53,06:41:27,151,0.79,19,114,0
2025-09-25 20:48:17.704959,724.1263668276597,94.76450427373102,851.867778236116,34.7834366830929,11,9.387873581675665,91,24,942.7875725369822,5.352130925296001,10.73,13.24,2.51,PLNT_12,CL_144,Fog,21:55:32,21:24:05,58,0.75,22,184,1
2025-08-13 14:57:39.190516,880.5728019543113,143.84315677050756,789.8208617850873,29.15127336480466,88,3.319814245290429,249,19,941.7070502908244,20.61275999956793,2.17,2.42,0.25,PLNT_13,CL_65,Fog,23:15:43,20:09:42,258,0.41,30,194,1
2025-08-26 20:38:31.840087,356.87679167458185,69.9415395713649,272.2115062324936,26.31939577072084,67,8.57496493385111,225,39,1021.6582203276521,24.73812960098573,8.5,8.15,-0.35,PLNT_35,CL_161,Cloudy,08:00:18,02:44:42,244,0.87,26,109,0
2025-10-25 08:44:44.910908,1070.084163311979,257.8561518249305,888.5043647027189,23.297586923040726,14,0.8291305943686895,344,73,1040.7813915185684,22.255249933799245,6.87,7.79,0.92,PLNT_21,CL_5,Rain,17:38:47,20:56:21,170,0.89,30,269,0
2025-09-29 04:23:08.593249,565.5412269222315,192.15347349217367,106.50649037903798,22.951990507495918,29,4.9355442718313896,73,41,991.7412939412885,22.22577884164951,9.42,7.14,-2.28,PLNT_39,CL_37,Partly Cloudy,12:45:54,18:28:48,85,0.66,19,257,1
2025-09-22 15:23:00.119211,754.803514198982,184.39491786282505,333.42553867743953,22.853042363873804,43,2.0099384941149427,107,41,1079.3609674928043,20.352519930042547,10.54,8.06,-2.48,PLNT_15,CL_118,Fog,17:08:37,10:35:32,29,0.3,28,230,0
2025-10-29 18:35:15.447290,516.0619913432411,191.07966478672415,287.83829130607677,44.797382066416674,42,3.3202138501840475,98,40,1022.4874737236182,8.800031816248204,11.78,12.99,1.21,PLNT_8,CL_21,Cloudy,14:26:48,02:41:46,301,0.48,27,197,0
2025-08-21 01:51:40.746571,848.9864428454563,244.89730374086744,312.26684614893225,41.97693454361152,46,5.487132429890302,194,76,926.2714639861241,13.757917025236772,7.84,5.78,-2.06,PLNT_27,CL_50,Clear,21:21:00,02:28:41,137,0.51,22,102,1
2025-11-01 15:14:15.434224,258.54193350418166,93.59976638104901,729.0558062003447,34.633721412768296,70,5.681819426867629,118,31,1064.3344426902663,26.771576540972365,6.84,8.13,1.29,PLNT_37,CL_63,Haze,21:59:03,15:12:56,98,0.46,29,107,1
2025-08-21 12:48:21.786655,697.17806096862,229.87187952785138,424.72506699323975,38.60042494293479,55,9.153835125683147,253,72,959.6532880238403,8.741613866140575,5.43,4.0,-1.43,PLNT_32,CL_191,Partly Cloudy,03:44:16,14:55:04,190,0.49,34,222,1
2025-10-18 02:06:00.890307,843.8004145004044,215.97030863429595,115.53330106196586,23.601436990462798,11,3.478253019301408,25,77,1014.3455589203667,16.41558217554821,2.58,2.7,0.12,PLNT_45,CL_117,Haze,23:18:13,03:15:39,256,0.41,30,128,1
2025-11-11 01:55:08.567026,811.1723497732314,67.22771999985869,794.0167988360744,43.40578801634767,24,2.654723386819168,85,39,1027.8143026790638,6.636757138717785,4.2,3.8,-0.4,PLNT_17,CL_51,Rain,21:18:10,09:44:59,161,0.81,21,128,0
