battery_id,timestamp,state_of_charge_pct,state_of_health_pct,charging_power_kw,discharging_power_kw,battery_temperature_c,ambient_temp_c,cycle_count,voltage_v,current_a,internal_resistance_milliohm,charge_c_rate,discharge_c_rate,battery_capacity_kwh,remaining_useful_life_days,cooling_system_status,battery_pack_id,room_id,degradation_risk_flag,thermal_runaway_risk_score,charging_mode
BAT_255,2025-09-05 02:04:43.330786,22.522056731400347,62.8532294053972,6.2668748029039705,1.8055294493386054,52.89904848060506,19.763412632409448,2324,45.44996527068624,39.92304556462138,47.903800302949676,0.3425517808716765,0.5392770460522743,11.561274655402602,2489,OK,PACK_74,RM_16,1,0.36,Slow
BAT_130,2025-08-08 13:54:36.553206,59.985281932002906,66.26785376858217,9.554241131472114,8.330982475700331,49.05842233677612,42.76538479803088,3990,43.228266834586584,30.326240649804696,15.245865153596814,1.1710669455257021,0.4283880435551227,8.074833796090802,392,Warning,PACK_12,RM_18,1,0.72,Normal
BAT_13,2025-10-04 16:57:09.176838,28.534005467219103,80.70930249191107,17.224209513754197,7.540548371163656,42.904492285322405,28.381882860239692,2730,45.212539857005076,25.954192209355416,23.902848167529797,1.0482258360791223,0.4627543010298219,12.48987948907091,1299,OK,PACK_75,RM_32,0,0.61,Normal
BAT_109,2025-08-20 09:33:06.993939,81.36197689371983,67.17961861882443,10.376452350225687,10.52579636064735,26.089752802027625,33.68339352437348,1240,48.19485258435664,15.669854623428535,29.033149155369934,0.9932400028657964,1.4623234742754894,12.028160666025542,1242,Fault,PACK_40,RM_1,1,0.25,Normal
BAT_293,2025-11-18 11:25:52.121143,77.99646664191376,72.53931544224638,3.1472719721917377,2.417680004349042,29.939627635807646,36.64114565732582,5946,51.71622093347542,10.513979179209288,18.448431698538116,1.421254287859434,0.9493628618899357,11.974252728082396,1684,Warning,PACK_62,RM_30,0,0.38,Slow
BAT_64,2025-09-08 14:45:25.981636,11.962081606565619,79.05103026503252,9.793003087672753,13.60484703474243,27.283099187765224,37.59905642181821,2058,46.26208070751427,29.92592032821577,33.943700111056984,0.6576438212885805,1.0462748130358293,5.393642561932264,2206,Fault,PACK_31,RM_37,0,0.41,Fast
BAT_161,2025-08-04 00:24:32.236099,30.139781711055818,81.20704024449128,18.383787390218203,6.100024902304361,35.21172401297836,29.297746601021316,1787,45.55110972909305,26.363503915519182,13.065363367574697,1.4883184572485622,1.0471262412617752,2.0524451847283665,2722,Warning,PACK_96,RM_36,0,0.12,Fast
BAT_210,2025-10-22 17:21:52.289635,96.53220446946668,63.86473396230659,3.1391356386093436,5.684256752856942,54.64473779363334,27.726961608552344,5428,54.3476769905152,34.12054099649751,16.076938324687283,1.3762392775527905,0.7080885812344653,5.365185665303795,2674,Warning,PACK_99,RM_14,1,0.16,Normal
BAT_286,2025-07-23 20:08:08.766031,59.45849232886536,71.29683971449816,16.078193692299344,13.7395113105174,21.223933113342646,23.537701839924512,920,51.238296017006725,38.7159902494701,26.202708636159365,0.4525182898069915,0.2759883374883957,2.8392168438894223,167,Fault,PACK_11,RM_12,0,0.43,Fast
BAT_130,2025-08-05 14:18:20.490167,75.17437283982002,95.36709563532648,10.4084634473691,3.686272459228329,21.064568337312927,27.796518197667332,2606,49.565118159694855,31.72124686198349,24.719021535568466,1.0319826892625537,0.2854084834339291,4.074559669972009,363,Warning,PACK_26,RM_36,0,0.37,Normal
BAT_91,2025-09-04 21:10:57.492165,22.745627453942973,62.79816717571714,14.426683741752827,13.483274106194092,49.51341450463974,30.89616914156518,4630,49.18915794427978,24.063152095868887,33.39915701292699,1.2371798223298394,0.6053491601781207,3.908401240501651,2623,OK,PACK_5,RM_6,1,0.27,Fast
